gene_short_name,FPKM
LPCAT1,12.4117
MIR6075,0
Y_RNA,0
-,0
LSINCT5,0
-,0.0904336
-,0
-,0.210573
-,0
-,0.0713819
IRX2-DT,4.70583
-,1.60752
IRX2,16.0185
-,0.0417926
-,0
LINC01377,0
LINC01019,0
LINC02162,0
LINC01017,0
-,0
-,0
-,0
-,0
LINC02063,0
IRX1,9.30755
-,0
-,0
-,0
-,0
-,0
LINC02114,0
-,0
-,0
-,0.0458592
-,0
LINC01020,0
LINC02121,0
-,0
RN7SKP73,0
IRX4,12.7705
IRX4-AS1,1.88099
ALG3P1,0.236226
ADAMTS16-DT,1.20212
-,0
-,0
-,0
-,0.0126342
HMGB3P3,0
LINC02145,0
MED10,3.09585
-,0
ADAMTS16,1.32636
-,0.100592
-,0
UBE2QL1,0.00407085
FAT1,22.0745
-,0.192626
LINC02102,0.018828
LINC02236,0.0521504
MIR4278,0
-,0
-,0.381432
MTCO1P30,0
MTCO2P30,0
MTCO1P31,0
ICE1,7.76936
LINC02196,0.0162579
RN7SKP79,0
-,0
RNA5SP176,0
-,0
Metazoa_SRP,0
-,2.80354
SDHAP3,0
LINC03067,0
-,0
-,3.46725
PDCD6P1,0
PPP4R2P5,0.10083
-,0.0595192
-,0
-,0
-,0
-,0
-,0
LINC02142,0
LINC02123,0
-,0
-,0
-,0.0223468
TENT4A,3.97309
-,0
CFAP90,0.215799
-,0
RNU1-76P,0
-,0
-,0
-,0
-,0
-,0
-,0
MTND6P2,0
MTCYBP37,0
-,0
-,0
-,0
-,0
-,0
-,0
-,0
LINC02199,0
-,0
-,0
LINC02226,0
-,0
-,0
MIR4458HG,0.269727
MIR4458,0
-,0
-,0
-,0
MTRR,1.46569
FASTKD3,3.2626
-,0
TAS2R1,0.00788953
LINC02112,0
RNA5SP177,0
-,0
LINC02221,0
-,0
SNHG18,0.993512
SNORD123,0
-,0
-,0
-,0.295847
-,0
-,0
-,0.060741
-,0.145001
-,0
-,0.195129
ATPSCKMT,3.01453
-,0
-,0
CMBL,3.31297
Y_RNA,0
ADCY2,4.98616
-,0
ROPN1L-AS1,0.113364
ROPN1L,0
MIR6131,0
LINC01513,0
RPL30P7,0
-,0
LINC02212,0
LINC02213,0
-,0
-,0
LINC01018,0
SRD5A1,1.77226
NSUN2,21.7191
-,0.305988
-,0
-,0.447944
CCT5,61.0665
-,0
-,0
DAP,11.0824
DAP-DT,0
RNU6-679P,0
-,0
LINC01194,10.0848
-,0.729503
-,0.258466
-,0
LINC02220,0
-,0
RPS23P5,0
NENFP3,0
RPL29P13,0
-,0
SEMA5A,1.20476
MIR4636,0
-,0
-,0.390012
SEMA5A-AS1,0.184498
-,0.125535
ANKRD33B,3.42872
-,0
ANKRD33B-AS1,0
OTULINL,0.221226
-,0.0172462
CCT6P2,0.101538
EEF1A1P13,2.76539
OTULIN-DT,0.0383368
OTULIN,3.05346
MARCHF6-DT,0
-,0
MARCHF6,4.12038
Y_RNA,0
ANKH-DT,0
UQCRBP3,0
HNRNPKP5,0
SEPHS2P1,0
-,0
U8,0
LINC02149,0
MARK2P5,0
-,0
-,0
FBXL7,4.54179
CTD-2350J17.1,0.133544
MIR887,0
RNA5SP178,0
MARCHF11,0.100208
MARCHF11-AS1,0
MARCHF11-DT,0.00757291
NACAP6,0
LINC02150,0.00962243
-,0
ZNF622,7.34953
-,0.906973
ANKH,0.477022
-,0.13609
RBBP4P1,3.56813
MIR4637,0
RNU6-660P,0
CTNND2,5.85901
RNU6-429P,0
-,0
RN7SKP133,0
-,3.75216
FTH1P10,0
-,0
-,0
LINC02111,0
LINC02217,0
LINC02218,0
H3Y2,0
-,0
TAF11L2,0
H3P17,0
H3P18,0
TAF11L3,0
TAF11L4,0
TAF11L5,0
TAF11L6,0
TAF11L7,0
-,0
TAF11L8,0
TAF11L9,0
TAF11L10,0
-,0
-,0
TAF11L11,0
TAF11L12,0.0588518
H3P19,0
H3P20,0
H3P21,0
TAF11L13,0
TAF11L14,0.0313085
-,0
-,0
-,0
-,0
H3Y1,0
-,0
H3P22,0
BASP1,25.6516
BASP1-AS1,0
Y_RNA,0
-,0
RNA5SP180,0
DCAF13P2,0.093127
RNU6-1003P,0
-,0
RPL36AP21,0
SNORD81,0
LINC02223,0
RN7SL58P,0.335812
LINC02100,0
UBE2V1P12,0
-,0
-,0
Metazoa_SRP,0
HSPD1P15,0
-,0
-,0
RPL32P14,0
LINC02146,0
LINC02241,0
-,0
-,0
-,0
TRIO,6.82578
-,0
-,0
CDH18,0.00587848
-,0
-,0.0374677
CDH18-AS1,0
-,0
-,0
Y_RNA,0
PTPN11P4,0.0124412
-,0
PRDM9,0
-,0
TRPC6P9,0
LINC02899,0
ADH5P5,0
-,0
Y_RNA,0
-,0
AKTIPP2,0.105316
-,0
Metazoa_SRP,0
-,0
-,0
CDH12,0
-,0
HSPD1P1,0.272
-,0
-,0
PMCHL1,0
GCNT1P2,0
-,0.00751264
-,0
TRPC6P6,0
-,0
BTG4P1,0
SNORD29,0
LINC02239,0.00825538
-,0
Y_RNA,0
CDH10,0.0320188
-,0
-,0
-,14.0927
LINC02228,0
-,0
LINC02211,1.0878
-,0.286079
-,1.7685
GUSBP1,0.114859
GUSBP1,0.0841252
-,0
-,0
-,0
MSNP1,0
RNU6-374P,0
-,0
RNU4-43P,0
-,0
-,13.6518
-,33.3797
-,0
-,0
-,0.0551438
-,0
-,0
CCNB3P1,0.0185739
CDH9,0.141685
RNU6-738P,0
-,0
LINC02103,0
-,0
-,0
-,0
RNU6-909P,0
-,0
LINC02064,0
-,0
LINC02109,0
DPPA3P12,0
LSP1P3,0
-,0
-,0
SUCLG2P4,0
-,0
-,0
-,0
UBL5P1,0
-,0
ZCCHC10P2,0
-,0
RN7SKP207,0
-,0
-,0
HPRT1P2,0.117023
-,0
-,0.0263297
RPL19P11,0
-,0
-,0.0118972
DNAH5,0.029638
-,0
-,0
-,0
CDH6,0.986958
DUX4L51,0
-,0.196534
RNU6-363P,0
C5orf22,8.26919
GOLPH3,22.2075
GOLPH3-DT,0
Y_RNA,0
-,0
RETREG1,0
MYO10,14.5256
RETREG1-AS1,0
-,0
Y_RNA,0
RNA5SP179,0
RPS26P28,0
MTMR12,8.19603
RNU6-1079P,0
RNU6-378P,0
TMEM183AP2,0
ZFR,14.1278
MIR579,0
LINC02061,0
-,0
NPR3,0
-,0
-,0
LINC02120,0
-,0
-,0
-,0
-,1.27919
LINC02160,0
-,0.0221708
TARS1-DT,1.80625
SUB1,5.0204
TOMM40P3,0
-,0
PDZD2,1.06897
MIR4279,0
-,0
-,0
-,0
-,0.14109
-,0
-,0.149027
-,0.153897
RNU6-358P,0
-,0.408153
RNU6-760P,0
RPL21P56,0
RPL5P14,0.366545
TPT1P5,0.175478
-,0
-,0
RXFP3,0
DROSHA,32.996
Y_RNA,0
SLC45A2,0.0752902
-,0
-,0.729551
-,1.0796
GUSBP18,0
-,0.462663
-,0
-,0.0318086
RAI14-DT,0.380009
TARS1,45.1615
TTC23L-AS1,0.153425
TTC23L,0.261135
-,0.132499
RPL21P54,0.125108
AMACR,2.22925
C1QTNF3-AMACR,0
-,0
FHP2,0
C1QTNF3,0
-,0.327751
-,0
ADAMTS12,1.07799
RNU6-923P,0
AGXT2,0
RAD1,8.30124
BRIX1,6.18942
U3,0
RAI14,10.035
-,0
IL7R,0
-,0
-,0
CAPSL,0
CAPSL-DT,0
PURPL,5.41609
-,0
SPEF2,0.0211242
-,0
RNU7-130P,0
-,0
UGT3A1,0.0996362
UGT3A2,7.28135
RANBP3L,0.0185437
-,0
RNA5SP181,0
-,0
LMBRD2,0.444184
MIR580,0
-,0.0465947
NIPBL-DT,0.96347
DNAJC21,2.76599
RPS4XP6,0
SKP2,9.27823
NADK2,0
RNU6-1305P,0
NADK2-AS1,0
-,1.56411
PRLR,0.974763
-,0
-,0
SLC1A3,11.6331
-,0
SLC1A3-AS1,0
WDR70,0.501815
KCTD9P5,0.37349
RNU6-1190P,0
RNU6-484P,0
LINC02119,0.0298984
-,0
EGFLAM,0.281115
EGFLAM-AS1,0
EGFLAM-AS4,0
EGFLAM-AS3,0
EGFLAM-AS2,0.0557678
-,0
-,0
GDNF-AS1,0.0799405
LINC02110,0
-,0
GDNF,0.135514
LINC02117,0
-,0
-,0
OSMR-DT,0
-,0
-,0
NUP155,18.8404
RNU7-75P,0
-,0.175628
-,0.0276091
FYB1,0.0707382
GOLGA5P1,0
C9,0
-,0
DAB2,1.26681
LINC02104,0
CFAP53P1,0
INTS6P1,0.140091
GCSHP1,0
LINC00603,0
KRT18P56,0
LINC00604,0
RNU1-150P,0
-,0
-,0.254191
-,0
-,0
NIPBL,8.11956
KRT18P31,1.3861
TTC33,2.11919
SNORA63,0
-,0
PTGER4,0.240204
-,0.748214
PRKAA1,6.96929
-,0
CARD6,0.045953
RPL37,695.116
SNORD72,0
C6,0
LIFR,1.44652
MIR3650,0
LIFR-AS1,0
-,0
PLCXD3,0.0113236
C7,0.0421293
RNU7-161P,0
-,0
MROH2B,0
-,0
FBXO4,0.197011
RPSAP38,0
Y_RNA,0
MTHFD2P6,0
-,0
RIMOC1,3.62888
-,0
OXCT1,7.5938
OXCT1-AS1,0
-,0
PRELID3BP7,0
-,0.127382
-,0
-,0.0710336
-,0.0607394
GHR,0.0467248
SERBP1P6,0.921573
-,0.135773
NIM1K,0.0126206
-,0
-,0
TUBAP14,0
CCDC152,1.13087
-,0
SELENOP,5.78532
-,0
PPIAP77,0
PRELID3BP4,0
PRELID3BP5,0
PRELID3BP6,0
-,0
-,0
CCL28,0.0883862
TMEM267,0.80303
-,3.39493
C5orf34,1.23729
EEF1A1P19,0.655961
C5orf34-AS1,0
-,0
HMGCS1,40.3827
-,0
PAIP1,15.4211
-,0
RNU6-381P,0
FGF10,0.0816523
FGF10-AS1,0
LINC02224,0
-,0
RN7SL383P,0
MRPS30-DT,1.06396
-,0
ANXA2R-OT1,2.37663
-,0
-,0.427471
ANXA2R,1.89932
ANXA2R-AS1,1.20417
-,0.4153
ZNF131,5.72892
-,0
-,1.93117
-,0
-,0
MRPS30,10.7292
-,0
EMB,5.21577
-,0
-,0
OSMR,0
RICTOR,2.90282
AIG1P1,0
-,0
-,0
-,0
-,0
-,0
LINC02106,0
-,0
RNU6-480P,0
-,0
RNU6-1296P,0
-,0
ISL1-DT,0.0270988
ISL1,0.197409
HMGB1P47,0
-,0
-,0
-,0
RNA5SP182,0
KATNBL1P4,0
-,0
LINC02118,0
RPS17P11,0
MFSD4BP1,0
NNT-AS1,0.607219
NNT,2.00773
-,2.29742
AMD1P3,0
RPL29P12,0.260568
HCN1,0.378091
-,0.0399189
-,0.0614945
RPL13AP13,0
-,0
-,0
FST,1.84763
NDUFS4,1.4959
LINC02105,0
ASS1P9,0
-,0.196578
PARP8,2.43297
-,0
-,1.18486
LINC01033,0
RPL37P25,0
HSPB3,0
ARL15,7.41425
-,0.486298
RNU6-272P,0
MIR581,0
RN7SL801P,0.309421
-,0
-,0
-,0
-,0.00428022
CSPG4BP,0
-,0
-,0
-,0
-,0
ESM1,0
-,0
GZMK,0
Y_RNA,0
-,0
-,0
GZMAP1,0
GZMA,0
SNX18,2.98165
MCIDAS,0
CCNO,0
MOCS2,1.34773
MOCS2-DT,0
CDC20B,0
GPX8,4.59911
MIR449A,0
MIR449B,0
MIR449C,0
AK4P2,0
CCNO-DT,0
DHX29,5.89354
HNRNPH1P3,0.0297877
IL31RA,0
SLC38A9,8.15008
DDX4,0
-,0
RNA5SP183,0
RNA5SP185,0
PSMC1P4,0
RNU6ATAC2P,0
-,0
HMGN1P17,0
MTREX,3.44023
PLPP1,5.88584
RNF138P1,0
-,0.264521
-,0.541453
MIR5687,0
-,0
RPL26P19,161.755
C5orf67,0
-,0
-,0.0102542
-,0.0672105
LINC01948,0.0234806
PELO-AS1,0
ITGA2-AS1,0
PELO,4.45784
ITGA1,0
RPL17P21,0
-,0.0524592
B3GNTL1P1,0
ITGA2,0.279031
-,0.0130054
-,0.0935397
-,0
-,0
RLIG1P1,0
Y_RNA,0
-,0.103288
MAP3K1,2.90956
-,0
-,0
RMEL3,0
SALL4P1,0
ACTBL2,0
LNCBRM,0
-,0.00926746
-,0
LINC02225,0
LINC02101,0
-,0
PGAM1P1,0.0676125
PLK2,2.85356
GAPT,0
-,0
MIR548AE2,0
LINC02108,0
GPBP1,5.11962
RAB3C,0.250068
-,0.421172
RPL5P15,0
-,0
DEPDC1B,17.1454
-,0
CAB39P1,0.206284
KRT8P31,0
-,0.521587
SETD9,1.42864
MIER3,3.38726
-,0
-,0
ELOVL7,1.0892
CPLANE1,1.03621
CPLANE1-AS1,0
RBISP2,0
OFD1P17,0.0590944
RN7SL37P,0
NDUFAF2,3.86842
-,0.205461
-,0
-,0
SMIM15,5.76315
SMIM15-AS1,0
LINC02057,0.0344812
ZSWIM6,2.13178
-,1.97207
-,0.619417
RPL3P6,0.616441
-,0
-,0
-,0
RN7SKP157,0
PDE4D,0.723343
-,0
PART1,0
-,0
-,0
-,0
-,0.150087
NDUFB4P2,0
MIR582,0
-,0
RNU6-806P,0
RPL31P8,0
SETP21,0.249766
C5orf64,0.0484554
C5orf64-AS1,0.0355366
-,0.0174371
RNU6-913P,0
ISCA1P1,0.939222
-,0
-,0
-,0
HTR1A,0.195721
-,0
NT5ELP,0
RNF180,0.0702047
MRPL49P1,0
ERCC8,4.12751
GNL3LP1,0
ERCC8-AS1,0
RGS7BP,0.657416
RN7SL169P,0
RNU6-294P,0
Y_RNA,0
-,0.582497
IL6ST,0.992
-,0
-,0
-,0
ANKRD55,0
IL6ST-DT,0
-,0
RNU6-299P,0
RPL17P22,0
RNA5SP184,0
C1GALT1P2,0
CENPK,4.86323
PPWD1,5.40849
ADAMTS6,0.472294
-,0
RPEP1,0.221305
-,0.43293
-,0.16988
SHISAL2B,0
SREK1IP1,2.21281
CWC27,4.51013
LINC02065,0
-,0
-,0
LINC02229,0
PPIAP78,0
KIF2A,3.54518
-,0
IPO11,10.8102
LRRC70,0
DIMT1,0
RNU6-661P,0
CKS1BP3,0
-,1.77274
RPL35AP14,1.08676
CD180,0.0204733
TILRLS,0
-,0
LINC02997,0.80979
-,0
-,0
RPL21P55,0
LINC02242,0
BCL9P1,0.009844
-,0
-,0.589267
-,0.591682
-,0
-,0
RNU6-1232P,0
EEF1B2P2,0.124336
LINC02219,0
SREK1,4.2631
-,0
-,0
-,0
-,0
-,0
-,0.0363096
VWA8P1,0
U8,0
-,0
RN7SKP251,0
LINC02198,0
SUMO2P4,0
TRIM23,2.60924
RNU6-540P,0
TRAPPC13,1.3776
SHLD3,1.45823
SGTB,1.53018
NLN,5.45395
-,0
CCNB1,24.4848
SLC30A5,3.44682
-,0
-,0
SNORA50D,0
-,0.279325
MRPS36,2.48205
CENPH,2.43696
MAST4,0.762888
-,0.622122
MAST4-IT1,0.166436
MAST4-AS1,0.326877
CDK7,2.75415
CHCHD2P2,0
NDUFB9P1,0
CCDC125,0.616993
CFL1P5,0
RPS27P14,0
ERBIN,3.63627
ERBIN-DT,0.706127
-,0
-,0.549421
MARVELD2,0.913371
-,0
NAIPP3,0
AK6,0
TAF9,14.0796
RAD17,0
GTF2H2C,0.36541
-,0
GUSBP3,0
-,0
-,0
CDH12P2,0
GUSBP13,0.115666
-,0
SERF1B,0
CDH12P3,0
-,0
GUSBP14,0.389973
NAIPP2,0
-,0
-,0
NAIPP1,0
-,0
GUSBP15,0
GTF2H2B,0
-,0
CDH12P1,0
GUSBP16,0
-,0
SMN2,0
-,0
SERF1A,0
-,0
SMN1,0
SMN-AS1,0
OCLNP1,0.0638806
NAIPP4,0.0376235
CDH12P4,0
GUSBP9,0.484506
GUSBP17,0
LINC02197,0.0430237
-,0
-,0
PMCHL2,0
PMCHL2,0
PIK3R1,0.810684
GTF2H2,0.393732
CARTPT,0
-,0
NAIP,0
-,0
RN7SL616P,0
OCLN,2.59238
RNU6-724P,0
-,0
YBX1P5,0
-,0
ZNF366,0
MCCC2,12.5392
-,0
-,0.0124975
MAP1B,17.7163
MIR4803,0
FCHO2-DT,1.43786
BDP1,0.381256
-,0
HMGN1P12,0
-,0
-,0
TMEM174,0
-,0
-,0
TMEM171,0.608423
LINC02230,0
-,0
-,0
LINC01385,0.0932878
LINC01386,0
BTF3-DT,0.824109
FOXD1,3.99275
FOXD1-AS1,0
FUNDC2P1,0.201267
FCHO2,0.639839
CTDNEP1P2,0.0874805
CHP1P1,0.186531
BTF3,63.7069
-,0
LINC02122,0.0807164
LINC01331,0
LINC01335,0
-,0
RN7SL814P,0
LINC01333,0
LINC01332,0
ANKRA2,1.45168
UTP15,1.71997
-,0.25016
-,0
-,0
-,0
-,0
-,0
-,0
RPL27AP5,0
-,0
GCNT4,0.567708
ANKRD31,0.020814
SUMO2P5,0
ARHGEF28,0.0577938
-,0
-,0
RNU7-196P,0
MRPS27,21.5681
PTCD2,0
RN7SL153P,0
SLC25A5P9,0
-,0
-,0
BIN2P2,0
-,0
SAP18P1,0
-,0
ANKDD1B,0.058402
POC5,2.24541
RNU6-680P,0
SNRPCP2,0
TNPO1-DT,0
TNPO1,6.63131
RPL7P22,0.0369167
H2BL1P,0
Y_RNA,0
MIR4804,0
RPL35AP13,1.05008
-,0
F2RL1,9.91383
RN7SL208P,0.671609
S100Z,0
RNU6ATAC36P,0
CRHBP,0
SV2C-AS1,0
SV2C,0.0176185
-,0
RNA5SP186,0
-,0
RAP1BL,5.07586
HMGN2P4,1.02064
PDCD5P2,0
OTP,0
TBCA,163.952
ACTBP2,0.396802
-,0
-,0
ENC1,5.76473
GFM2,8.58029
FAM169A,3.85775
HEXB,0
NSA2,0
RNU6-1330P,0
FAM169A-AS1,0
RNU6-658P,0
ARPC1AP3,0.980347
-,0
RNU6-183P,0
Y_RNA,0
SCAMP1-AS1,0.455354
SCAMP1,2.4825
LHFPL2,8.69188
HMGB1P21,1.52093
-,0
-,0
IQGAP2,3.35174
F2RL2,0
-,0
-,0.0550363
-,0
F2R,3.53272
-,0
-,0
DMGDH,0.0216322
BHMT,0.0190644
-,0
BHMT2,0
RNY3P1,0
-,0
-,0
-,0
AGGF1,1.4874
-,0
-,0
ZBED3-AS1,0
PDE8B,0
HMGB1P35,0
PDE8B,0
ZBED3,1.98146
WDR41,3.43214
SNORA47,0
ALDH7A1P1,0.144471
RPS2P24,0
RPL7P23,0.0698288
ARSB,2.42269
RPL7AP32,0
Y_RNA,0
-,0
Y_RNA,0
JMY,1.63861
RPS3AP20,1.11051
AP3B1,8.28029
-,0
ATP6V1G1P6,0
-,0
-,0
LINC01455,0
HOMER1,4.42097
RPL29P15,0.325417
THBS4,0.552626
THBS4-AS1,0
RBX1P2,0.280882
TRMT112P2,0
TENT2,2.79766
-,0.998189
KRT18P45,0.0883746
-,0
-,0
-,0
SPZ1,0.00572148
RBMX2P5,0
-,0.0406942
HNRNPA1P12,0.123293
RNU6-211P,0
-,0.280016
MTX3,4.20751
SERINC5,13.3871
-,0
DBIP2,0
LINC01337,0
CMYA5,0.164394
-,0
ANKRD34B,0.0305595
-,0
HMGCR,14.5981
POLK,0
CERT1,2.24386
-,0
-,0.423584
RNU7-175P,0
ACOT12,0
-,0.0960066
ZCCHC9,1.96749
-,0
-,0.125556
SEM1P1,0
RASGRF2-AS1,0
-,0
CKMT2-AS1,0
RASGRF2,2.25622
-,0.418477
CKMT2,0.452878
-,0.469752
-,0.13491
ATP6AP1L,0
-,0.1078
-,0.596475
-,0
RPL5P16,0.130234
LINC01338,0.245846
-,0
MIR3977,0
DHFR,11.4703
MSH3,0
-,0.35232
-,0.480762
-,0.476993
-,0.0380454
ST13P12,0
-,0.100857
-,0.02479
-,0.448914
FTH1P9,0
TMEM167A,22.6044
SCARNA18,0
XRCC4,0.419455
-,0.108026
COQ10BP2,0.165812
HAPLN1,0.116574
RN7SKP295,0
RNU6-620P,0
RPL13AP14,0
RNU4-11P,0
ZP3P1,0
ATG10,0
RPS23,396.563
ATG10-IT1,0
PPIAP11,1.80041
ATG10-AS1,0.342758
RN7SL378P,0.668755
-,0
PPIAP79,0
-,0
RBBP4P6,0
-,0
-,0
-,0
-,0
-,0
-,0.193327
RPL5P17,0.0403156
-,0.043355
-,0.0591147
RPS2P25,0
-,0
PTP4A1P4,0
-,0
NBPF22P,0
-,0.0358167
-,0
-,0
-,0
-,0
COX7C,206.87
SNORD138,0
RNU6-804P,0
LINC02059,0
-,0.128897
-,0.169435
-,0
MIR4280HG,0
RN7SKP34,0
MIR4280,0
LINC01949,0
EDIL3,5.0683
EDIL3-DT,0
RNU6-448P,0
LINC02488,0
LINC02144,0
-,0.0178803
-,0.149569
-,0.0284727
-,0
RASA1,1.43215
-,0
CCNH,9.93509
RN7SL629P,0
RNU6-606P,0
RNU6-727P,0
ZFYVE16,2.9329
FAM151B,0
FAM151B-DT,0
RPS27AP9,0.113739
RPL7P24,0.033235
-,0
LINC02161,0
-,0.00811228
MIR3660,0
LINC01339,0
-,0
-,0.0610521
CETN3,2.38397
-,0.40141
SSBP2,2.6508
MBLAC2,0
POLR3G,7.56651
Metazoa_SRP,0
-,0
-,0
ARRDC3,2.28048
ARRDC3-AS1,0
RAB5CP2,0
-,0
PCBP2P3,0
-,0
-,0.0306009
-,0
-,0
-,0
-,0
LDHBP3,0
CCT7P2,0
LINC02058,0
-,0
-,0
POLD2P1,0
TMEM161B,1.35848
RNA5SP187,0
LINC02060,0
TMEM161B-DT,1.18148
RPS3AP22,0.0785052
SNORA70,0
-,0
-,0
-,0
-,0
ARB2A,1.99707
MIR2277,0
POU5F2,0.189458
-,0.0443846
NPM1P27,44.1861
-,0.0829549
-,0.0163916
-,0.135193
MIR9-2HG,0.740837
MIR9-2,0
MEF2C,0.131606
MEF2C-AS2,0
MEF2C-AS1,0
H3P23,0
-,0
GSCAR,0
-,0
-,0.0685166
NR2F1-AS1,0.46618
NR2F1,0
FAM81B,0
RTRAFP2,0
-,0.0363589
KIAA0825,0.598504
MTND5P12,0.0205001
MTND6P3,0
MTCYBP35,0.0471746
-,0.0610945
-,0
ARSK,2.58706
GPR150,0
LYSMD3,3.48654
ADGRV1,16.3306
LYSETP1,3.27772
LUCAT1,0.488626
-,0.850559
-,0
-,0
RNU4-90P,0
-,0
-,0.0198431
RFESD,0.301702
SPATA9,0
GGCTP1,0
-,0
LINC01554,0.0322878
-,0
-,0
SLF1,0.808629
MCTP1,1.68125
-,0.0895211
RPL7P18,0.0670119
-,0
MCTP1-AS1,0.238715
ELL2,2.18376
-,0
RHOBTB3,2.13936
GLRX,2.68482
HSPD1P11,0.363775
SETP22,0
LIX1-AS1,0
RIOK2,3.3132
LIX1,0.00525718
RNU1-73P,0
-,0.0908
-,0
-,0
-,0
YTHDF1P1,0.0263675
-,0.357699
LINC01340,0.0190745
MTCYBP40,0
-,0
-,0
LINC02234,0
-,0
LINC01846,0
-,0
PSME2P1,0
-,0
KRT8P32,0
MRPS35P2,0
MTCO2P24,0
MTCO1P24,0
CTBP2P4,0.229988
DDX18P4,0
RGMB,3.68778
RGMB-AS1,0
-,0
CSNK1A1P3,0
VCAN,39.2436
VCAN-AS1,0
VCAN-AS1,0.289064
CHD1-DT,0.696383
Y_RNA,0
-,0.109099
-,0
-,0
-,0
GUSBP8,0
LINC02113,0
-,0
-,0
CRLF3P2,0
EEF1A1P20,0
Y_RNA,0
MTCYBP22,0
MTND6P22,0.127888
MTND5P10,0
MTND4P35,0
MTND4LP5,0
MTND3P19,0
MTCO3P22,0
MTATP6P2,0
MTCO2P22,0.20231
MTCO1P22,0.0302627
GUSBP7,0
RNU6-1119P,0
GUSBP19,0
-,0
-,0
LNPEP,0.597135
ERAP2,0.0644867
-,0.19618
Y_RNA,0
FAM174A,1.0523
-,0
RN7SKP62,0.247269
-,0.151767
FAM174A-DT,0.146427
-,0.0828406
RN7SL802P,0
OR7H2P,0
-,0
RNA5SP188,0
-,0.117469
SLCO4C1,1.40853
RN7SKP68,0
ST8SIA4,0.309263
MIR548P,0
-,0
SLCO6A1,0.210315
LINC00492,0
LINC00491,0.476349
-,0
-,0.0296038
-,0
-,0
FABP5P5,0
MIR583HG,0
-,0.0912656
MIR583,0
-,0
RNU6-524P,0
-,0
PCSK1,0.59421
CAST,0
CAST,1.33317
-,0
-,0
-,0
ERAP1,2.04239
EIF3KP1,0
GIN1,1.22491
-,0
MACIR,1.97856
-,0
-,0
PDZPH1P,0
LINC02115,0
NUDT12,1.00922
-,0
NIHCOLE,0.254475
RNU1-140P,0
RN7SL255P,0
-,0
-,0
-,0
-,0
RNU6-334P,0
-,0
RAB9BP1,0
RNA5SP189,0
-,0.0139836
-,0
-,0
LINC01950,0.160021
PSMC1P5,0
PAM,1.37876
-,0
-,0
RN7SL782P,0
RN7SKP122,0
EFNA5,1.79443
-,0
-,0
LINC01023,0.0675519
-,0
FBXL17,0.563962
-,0.0391933
PJA2,6.41265
-,0
-,0
-,0
-,0
KRT18P42,0
MAN2A1-DT,0.346307
MAN2A1,3.38123
RN7SKP230,0.259396
-,0.223033
LINC01848,0
PGAM5P1,0
FER,0.737099
-,0
RACK1P1,0.139053
-,0.428196
Y_RNA,0
-,0.364625
RNU6-47P,5487.69
GJA1P1,1.24494
-,0
BCLAF1P1,0.192767
-,0
-,0
TMEM232,0.165204
MIR548F3,0
-,0
SLC25A46,2.05653
TSLP,0.0286627
-,0
-,0
RPS3AP21,0.658034
WDR36,2.52324
CHD1,8.46353
RNU6-402P,0
STARD4,7.52739
NREP,51.4354
STARD4-AS1,0
HMGN1P13,0
-,0
RN7SKP57,0
HMGN1P14,0
NREP-AS1,0
EPB41L4A-DT,2.15095
HMGB3P16,0
-,0
TMEM183AP6,0.214046
LINC02200,0.0448148
EPB41L4A,1.20323
EPB41L4A-AS1,14.0871
SNORA13,0
-,0
-,0
-,0.0298429
-,0
CAMK4,0.902017
-,0.220824
-,0
-,0.123657
RNU4ATAC13P,0
YTHDC2,1.08597
-,0
KCNN2,1.11928
-,0
RN7SKP89,0
LINC01957,0
-,0
-,0
TRIM36,2.38528
TRIM36-IT1,0.0366076
-,0
SKIC3,8.27954
RNU6-308P,0
-,0
CCDC112,2.48656
HMGN1P15,0.299994
-,0
CTNNA1P1,0.023939
AK3P4,0
-,0
-,0
CCT5P1,0
PGGT1B,1.52876
-,0
FEM1C,3.39634
-,0
-,0
H3P24,0
RNU2-49P,0
CDO1,3.78985
PPIP5K2,9.21343
LINCADL,0
LVRN,0
DDX43P1,0
ARL14EPL,0
-,3.45335
-,0
TICAM2,0
TMED7-TICAM2,0
TMED7,13.253
TICAM2-AS1,0
-,1.0881
COMMD10,5.31576
RNU6-644P,0
HMGN2P27,0
-,0
ATG12,9.79366
AP3S1,4.49063
DCP2,9.95375
MCC,3.65512
-,0.0483087
TSSK1B,0.0140933
LINC02214,0
RPS17P2,0
-,0
-,0
RPL35AP15,0
LINC00992,0
-,0.0551825
-,0
LINC02216,0
LINC02215,0
-,0
RNU7-34P,0
LINC02147,0
RPL7L1P4,0
LINC02208,0.0678162
LINC02148,0
-,0.00719865
-,0
DTWD2,1.10088
PTMAP2,2.30283
MIR1244-2,0
RNA5SP190,0
TNFAIP8,3.40371
RN7SL174P,0
TUBAP15,0
-,0
-,0
RNU6-718P,0
-,0
PRR16,0.0525816
PRELID3BP8,0
RNU4-69P,0
-,0.0859717
-,0
-,0
-,0.0321546
-,0
-,0
RPL23AP44,0
-,0
-,0
FTMT,0
SEMA6A,122.928
SEMA6A-AS1,0
SEMA6A-AS2,0
RPS14P8,12.951
APC,4.47814
-,0
SRP19,0
ZRSR2P1,0
REEP5,12.827
CBX3P3,0.108633
RNU6-482P,0
XBP1P1,0.987286
-,0.0579023
ZNF474-AS1,0
ZNF474,0.0522217
