gene_short_name,FPKM
SNORD73B,0
-,0
-,0
PRSS48,0
-,0
RNU6-1282P,0
FHIP1A,6.15758
RN7SKP35,0
-,0
-,0
-,0
-,0
-,0
-,0
LINC03074,0
RNA5SP169,0
-,0
LINC02273,0
-,0.100846
-,0
-,0
RN7SL446P,0
-,0
-,0.23553
GATB,2.89784
-,0
MIR4453HG,0.539359
MIR4453,0
LRBA,11.3236
-,0
MAB21L2,0
-,0.258912
ZBTB8OSP1,0.966864
RNA5SP168,0
RPS3AP18,0
-,0
TIGD4,0.224566
ARFIP1,4.03018
NSA2P6,0.612709
FAM192BP,0.238481
-,0.491984
FHDC1,4.3004
-,0
TMEM154,0.282856
-,0
TMEM131L,2.20937
-,0
-,0
-,0
WDR45P1,0
TLR2,0.0568625
RNF175,0.708988
-,0
SFRP2,213.039
FBXW7,2.5136
FBXW7-AS1,0
-,0
MIR3140,0
WDR77P1,0
PLRG1,14.0332
RNU6-1285P,0
-,0
FGB,0
FGA,0
FGG,0
-,0
LRAT,13.9916
NDUFB2P1,0
-,0
RBM46,0.155937
-,0
RNU2-66P,0
RNU2-44P,0
-,0
-,0
-,0
DCHS2,0.0069768
-,0
-,0
-,0
-,0
MTCYBP17,0
MTND6P17,0
MTND5P9,0
MTND4P8,0
MTND3P3,0
MTCO3P9,0
MTATP6P9,0
MTCO2P9,0
MTCO1P9,0
MTND2P33,0
MTND1P22,0
-,0
MAP9-AS1,0
MAP9,2.77293
YWHAEP4,0
NPY2R-AS1,0.064419
NPY2R,0.125659
-,0
GUCY1A1,0.00258765
-,0.00484059
ASIC5,0
TDO2,0
GUCY1B1,0.429769
-,0
FTH1P21,0.447154
-,0
LINC02272,0
C4orf51,0.0784888
ZNF827,6.10479
-,1.13522
-,0.0976938
-,0
-,0
-,0
RPPH1-3P,0
Y_RNA,0
GLRB,0.10779
RNU6-582P,0
GRIA2,0
-,0
-,0
LINC02433,0
-,0
Y_RNA,0
-,0
-,0
-,0
-,0
-,0
RPL6P11,0
-,0
-,0
PDGFC,1.61496
-,0
-,0
-,0
-,0.0409957
GASK1B,0
-,0
GASK1B-AS1,0
TMEM144,0.256839
-,0
NUDT19P5,0
-,0
AIDAP2,0
RXFP1,0.103441
RNU4-79P,0
-,0
-,0
CTSO,0.0625272
Y_RNA,0
FNIP2,0.901852
RNU6-128P,0
-,0
SPMIP2,0.0489108
SNORD39,0
PSME2P3,0
FABP5P12,0
-,0
-,0
LINC02233,0
-,0
LINC02477,0
RPS14P7,0
-,0
FSTL5,0.066497
-,0
MTHFD2P4,0
TOMM22P4,0
-,0
-,0
-,0
MIR4454,0
-,0.933136
NAF1,6.60182
-,0.0173409
NPY1R,5.30381
NPY5R,0
RPL35AP12,0
TKTL2,0.0105027
TMA16,7.68032
MARCHF1,1.86526
-,1.25089
RN7SKP105,0
YWHAQP4,0.0454198
-,0.0657475
ANP32CP,0.121736
-,0
RNU6-284P,0
CHORDC1P3,0
SMIM31,0.00453875
RNU6-668P,0
APELA,4.03799
TRIM60P14,0
-,0
FAM218BP,0.125634
-,0.0116272
-,0
-,0.0239682
NACA3P,0.380325
-,0
TRIM61,0.0523468
FAM218A,0.265876
-,0
-,0
-,0
RPL21P51,0.197265
TRIM60,0
-,0
-,0
-,0
TRIM75,0.0100023
C4orf46,4.25705
PPID,5.98735
ETFDH,0
U3,0
MSMO1,21.3645
CPE,3.25782
MIR578,0
HADHAP1,0.120664
SCGB1D5P,0
NOL8P1,0
TMEM192,0.748098
KLHL2,0.78683
RNU4-87P,0
GK3,0.369942
-,0.00218785
LINC01179,0
-,0
Y_RNA,0
-,0.0137206
RAPGEF2,1.83366
MIR3688-1,0
MIR3688-2,0
-,0
RN7SL776P,0
PHB1P14,0
RN7SKP188,0
-,0
-,0
ANXA10,0.0463924
-,0
TLL1,0.0254027
RNA5SP170,0
SPOCK3,9.10448
RNA5SP171,0
CBR4-DT,0
SH3RF1,5.63127
RPL6P12,0.0936346
-,0
-,0
DDX60L,0.0584139
-,0
PALLD,2.63618
CBR4,4.20542
BTF3L4P4,0
PALLD-AS1,0
RNU6-1336P,0
RPL9P16,0.371182
-,0
-,0.578853
RNU6-853P,0
RNY4P17,0
CLCN3,2.66254
HPF1,5.54673
PTGES3P3,0.120944
-,0
-,0
-,0
-,0
LINC02275,0
-,1.00299
-,0
NEK1,1.45125
-,0.253544
DDX60,0.32488
APOBEC3AP1,0
-,0
LINC01612,0.0588329
AADAT,3.66032
LINC02512,0
-,0
LINC02382,0
-,46.7724
HSP90AA6P,0
-,0
RNU6ATAC13P,0
-,0
-,0
LINC02431,0
-,0
MIR6082,0
LINC02504,0
-,0
LINC02174,0
-,0
GALNTL6,0.0335456
-,0
-,0
MFAP3L,1.75345
-,0.120619
HMGB2,66.1226
SAP30-DT,0.198006
SAP30,0.245309
RPL5P11,0.0641172
-,0
RNU6-1096P,0
-,0.0314938
SCRG1,0.0238256
-,0.0414942
-,0
-,0
LINC02269,0.0900248
-,0.0845371
-,0
LINC02268,0.0443272
-,0
-,0
-,0
-,0.0772107
GALNT7-DT,0
-,0
-,0
GALNT7,14.1075
RN7SL253P,0
MIR548T,0
FBXO8,1.32815
-,0
MIR4276,0
HAND2,0
HAND2-AS1,0.100924
MORF4,0.30295
RANP6,0
GLRA3,0.00479101
GLRA3,0
ADAM29,0
-,0
-,0
-,0.0404208
-,0
-,0
-,0
-,0
HPGD,0.528726
-,0
-,0
-,0
ADAM20P2,0
-,0
TSEN2P1,0.0326795
MARK2P4,0.0123617
CEP44,1.19321
SPATA4,0
ASB5,0
SPCS3-AS1,0
SPCS3,12.1233
-,0
-,0.782209
-,0
HAFML,0
VEGFC,0.261714
-,0
-,0
LINC02509,0
RN7SKP136,0
-,0
NEIL3,2.16252
-,0.100899
AGA,0.426249
GPM6A,0.762952
GPM6A-DT,0
-,0.140426
-,0
LINC01098,0.249574
LINC01099,1.05303
RNU1-45P,0
-,0
RNA5SP173,0
AGA-DT,0.975667
RNA5SP172,0
-,0
-,0
-,0
-,0
-,0.314267
-,0
-,0
NDUFB5P1,0
-,0
-,0
LINC00290,0.194285
-,0
LINC02500,0.00972316
-,0
-,0.0737611
TENM3-AS2,0
RN7SKP13,0
-,0.0732445
-,0.143938
DCTD,9.09608
-,0
-,0
CIBAR1P2,0
CIBAR1P2,0
-,0
-,0
WDR17,0.594495
-,0
WWC2-AS2,1.2268
CLDN24,0.403504
-,0
FBLP1,0
CDKN2AIP,3.32895
VTI1BP2,0.234009
ING2-DT,0.153781
ANK2,5.45605
-,1.61557
-,0.50231
-,0.279907
ANK2-AS1,6.01997
-,0.910174
MIR1243,0
MIR8082,0
-,1.81028
-,0
ING2,3.43991
-,0.42042
RWDD4,3.58799
RNU6-479P,0
-,0
-,0
TENM3-AS1,0
-,0
TENM3,4.85506
-,0
CCNHP1,0
-,1.79992
MIR1305,0
RNU2-34P,0
RN7SKP67,0.711259
-,0.66261
-,0.188386
ENPP6,0.00563434
-,0
RPL6P16,0
RN7SL28P,0
MYL12BP2,1.19962
LINC02363,0
LINC02362,0.0273309
TRIM2,9.72857
-,0
MND1,0
RNU6-1196P,0
Y_RNA,0
ANXA2P1,0.725254
RN7SL419P,1.19833
IRF2-DT,0.197484
-,0
TRAPPC11,2.95752
RNU6-335P,0
RNU6-1053P,0
-,0
LINC02365,0.172904
LINC02427,0.0135134
STOX2,6.33634
-,0.593722
-,0.87933
-,0
LINC01093,0.0092208
-,0
TRPC6P7,0
MIR4455,0
-,0
LINC02437,0.184494
HELT,0
LINC02436,0
-,0
-,0
ACSL1,0.582435
MIR3945HG,0
MIR3945,0
-,0
-,0
SLED1,0.210343
-,0
SLC25A4,2.25872
ANKRD37,0
UFSP2,5.77268
Y_RNA,0
CFAP96,0
CCDC110,0.0844068
PDLIM3,0.349931
-,0
IRF2,4.07616
SNORD79,0
-,0.305858
RNU4-64P,0
CASP3,37.2876
PRIMPOL,0
CENPU,12.4222
CFAP97,5.95419
SNX25,0.485252
LRP2BP-AS1,0
LRP2BP,0.338403
FLJ38576,0.0299659
WWC2,4.56482
CLDN22,0
WWC2-AS1,0
FAM149A,1.07519
RPSAP70,0
-,0
LTO1P1,0.594847
TLR3,0.185368
-,0
CYP4V2,0.428553
-,0
KLKB1,0.723538
-,0
MRPS36P2,0
-,0
LINC02374,0
-,0
-,0
-,0
LINC02515,0
LINC02514,0
COPS3P1,0
-,0
ADAM20P3,0
LINC02492,0
-,0
-,0
-,0
ZFP42,0.00895882
RNU6-173P,0
TRIML1,0
-,0
LINC02434,0
RPL7AP27,0
F11,0.458807
F11-AS1,0
-,0
MTNR1A,0.0768
-,0
SLC25A5P6,0
F11-AS1,0
RNU6-1055P,0
ICE2P1,0
-,0
RNU7-192P,0
-,0.142535
-,2.1251
-,0
LINC02508,0
-,0
-,0
-,0
-,0
HSP90AA4P,0
-,0
TRIML2,11.7184
-,0
-,0
LINC01262,0
RNU1-51P,0
LINC01060,0.213544
-,0
-,0
MLLT10P2,0
-,0
TUBB7P,0
RNA5SP174,0
RNA5SP175,0
DUX4L9,0
FRG2,0
RARRES2P4,0
AGGF1P1,0
CLUHP4,0
DBET,0
-,0
DUX4L8,0
DUX4L7,0
FRG1,1.96582
DUX4L6,0
DUX4L5,0
DUX4L4,0
DUX4L1,0
DUX4L3,0
DUX4L2,0
DUX4,0
RPL23AP84,0
-,0
SPICP4,0.36404
LRRC14B,0.108751
-,0
FRG1-DT,0
LINC01596,0
CCDC127,1.65795
-,0
EXOC3-AS1,0.491359
SORBS2,9.03171
-,0
SORBS2-AS1,0
-,0
Y_RNA,0
-,0
MIR4456,0
CEP72-DT,0
CEP72,4.21856
TPPP,1.00988
-,0.896859
-,0.106843
EXOC3,6.69538
SLC9A3-AS1,0
-,0
SLC9A3-OT1,0
SLC9A3,1.52525
-,0.099236
-,0
SDHA,5.29755
PDCD6,43.2072
PDCD6-AHRR,0
AHRR,0
PDCD6-DT,0
PPP4R2P1,0.723952
-,0.0656751
-,0
TRIP13,11.7811
-,0.0976378
-,0
-,0
-,0
ZDHHC11B,0.342434
BRD9P2,0
-,0
-,0
LINC02982,0
NKD2,0
TERLR1,0
SLC6A19,0
SLC6A18,0
ZDHHC11,0
BRD9,12.9756
SPCS2P3,0
MIR4457,0
SLC12A7,8.64373
MIR4635,0
-,0
PLEKHG4B,2.74989
Y_RNA,0
-,0
LINC01511,0
MTCO2P32,0
SLC6A3,0
-,0
-,0
TERT,6.88526
-,0
MIR4277,0
-,0.0200418
MRPL36,87.0129
NDUFS6,8.91948
CLPTM1L,20.5619
-,0
LINC02116,0
-,0
CTD-2194D22.4,0.00749501
LPCAT1,12.3257
MIR6075,0
Y_RNA,0
-,0
LSINCT5,0
-,0.441796
-,0
-,0.543349
-,0.0542662
-,0
IRX2-DT,4.14357
IRX2,16.42
-,2.49293
-,0
-,0
-,0.0584812
LINC01377,0
LINC01019,0
LINC02162,0
LINC01017,0
IRX4,13.206
IRX4-AS1,2.17817
-,0
-,0
-,0
LINC02063,0
IRX1,11.3548
-,0
-,0
-,0
-,0
-,0
-,0
-,0
LINC02114,0
-,0.0813311
RN7SKP73,0
-,0
LINC01020,0.0340677
LINC02121,0
-,0
ALG3P1,0
ADAMTS16-DT,1.25825
-,0
-,0
-,0
-,0.00558918
HMGB3P3,0
LINC02145,0
ADAMTS16,1.39018
-,0
MED10,3.77471
FAT1,24.0114
-,0.190953
-,0
-,0
UBE2QL1,0.0157628
-,2.59575
SDHAP3,0
LINC03067,0
-,0
-,4.08559
PDCD6P1,0
PPP4R2P5,0.0328256
LINC02102,0.00968294
LINC02236,0.0531187
MIR4278,0
-,0
-,0.221066
Metazoa_SRP,0
-,0
-,0
-,0
-,0
-,0
LINC02196,0.0937939
RN7SKP79,0
-,0
RNA5SP176,0
-,0
-,0
-,0
-,0
-,0.212599
MTCO1P30,0
MTCO2P30,0
MTCO1P31,0.431743
ICE1,8.38586
LINC02123,0.0336204
LINC02142,0.0301841
TENT4A,4.83399
-,0
CFAP90,0.103091
-,0
RNU1-76P,0
-,0
-,0
-,0
-,0
-,0
-,0
MTND6P2,0.318753
MTCYBP37,0
-,0
-,0
-,0
-,0
-,0
-,0
-,0
LINC02199,0.0338634
-,0
-,0
LINC02226,0
-,0
-,0
MIR4458HG,0.239575
MIR4458,0
-,0
-,0
-,0
SNHG18,0.614443
SNORD123,0
MTRR,1.25884
FASTKD3,3.68167
-,0
-,0
-,0
-,0
-,0
-,0
-,0
TAS2R1,0.187395
LINC02112,0.0255361
RNA5SP177,0
-,0
LINC02221,0
-,0
-,0
-,0
-,0.136951
ATPSCKMT,3.10192
-,0
-,0
CMBL,3.55378
Y_RNA,0
LINC01018,0
SRD5A1,1.65314
NSUN2,22.358
ROPN1L-AS1,0
ROPN1L,0
MIR6131,0
LINC01513,0.0490719
RPL30P7,0
-,0
LINC02212,0
LINC02213,0
-,0
-,0
ADCY2,5.14214
-,0
-,0
-,0
-,0
CCT5,33.5492
-,0
-,0
DAP,9.08436
DAP-DT,0
ANKRD33B,3.88889
-,0
ANKRD33B-AS1,0
RNU6-679P,0
-,0
LINC02220,0
-,0.0289229
RPS23P5,0
NENFP3,0
RPL29P13,0
-,0
SEMA5A,1.28362
MIR4636,0
-,0
-,0
SEMA5A-AS1,0.210325
-,0.37585
LINC01194,11.9625
-,1.94261
-,0.128525
-,0.30185
OTULINL,0.350601
-,0.0330891
CCT6P2,0.0289508
EEF1A1P13,2.12756
OTULIN-DT,0.0243232
OTULIN,3.24831
MARCHF6-DT,0
-,0
MARCHF6,4.25603
Y_RNA,0
ANKH-DT,0
UQCRBP3,0.262857
HNRNPKP5,0
SEPHS2P1,0
-,0
U8,0
LINC02149,0
MARK2P5,0
-,0.0137744
-,0
FBXL7,4.35905
CTD-2350J17.1,0.250353
MIR887,0
RNA5SP178,0
MARCHF11,0.382447
MARCHF11-AS1,0.0841918
MARCHF11-DT,0
NACAP6,0
LINC02150,0
-,0
ZNF622,6.98636
-,0.572152
ANKH,0.632816
-,0.127815
RBBP4P1,3.27802
MIR4637,0
RNU6-660P,0
BASP1,23.0378
BASP1-AS1,0
Y_RNA,0
-,0
RNA5SP180,0
DCAF13P2,0
RNU6-1003P,0
-,0
RN7SKP133,0
-,2.37362
FTH1P10,0
-,0
-,0
LINC02111,0
LINC02217,0
LINC02218,0
H3Y2,0
-,0
TAF11L2,0
H3P17,0
H3P18,0
TAF11L3,0
TAF11L4,0
TAF11L5,0
TAF11L6,0
TAF11L7,0
-,0
TAF11L8,0
TAF11L9,0
TAF11L10,0
-,0
-,0
TAF11L11,0
TAF11L12,0.0580604
H3P19,0
H3P20,0
H3P21,0
TAF11L13,0
TAF11L14,0
-,0
-,0
-,0
-,0
H3Y1,0
-,0
H3P22,0
TRIO,7.63139
-,0
-,0
RPL36AP21,0
CTNND2,1.94769
RNU6-429P,0
SNORD81,0
RN7SL58P,0
UBE2V1P12,0
LINC02100,0
-,0
Metazoa_SRP,0
-,0
HSPD1P15,0
-,0.0501058
-,0
RPL32P14,0
LINC02223,0.0463952
-,0
-,0
-,0
LINC02146,0
LINC02241,0.0255432
-,0
CDH18,0.041761
-,0
-,0.0345467
CDH18-AS1,0
-,0
-,0
Y_RNA,0
PTPN11P4,0.0240262
-,0
-,0
CDH12,0.042583
-,0
HSPD1P1,0.245402
-,0
-,0.0114072
PMCHL1,0
GCNT1P2,0
-,0.0067176
TRPC6P9,0
PRDM9,0
-,0
-,0
Metazoa_SRP,0
-,0
LINC02899,0
ADH5P5,0
-,0
Y_RNA,0
-,0.0293959
AKTIPP2,0.04937
-,0.00707113
TRPC6P6,0
-,0
BTG4P1,0
SNORD29,0
LINC02239,0
-,0
Y_RNA,0
CDH10,0.0894464
-,0
-,0
-,23.7996
GUSBP1,0.37465
GUSBP1,0.252932
-,0.028574
-,0
LINC02228,0
-,0
LINC02211,0.57215
-,0.324855
-,1.7077
RNU6-374P,0
MSNP1,0
-,0
-,0
RNU4-43P,0
-,0
-,14.3342
-,33.3029
-,0
-,0
-,0
-,0
-,0
CCNB3P1,0.0188735
CDH9,0.0339853
RNU6-738P,0
-,0
LINC02103,0
-,0
-,0
-,0
RNU6-909P,0
-,0
LINC02064,0
-,0
LINC02109,0
DPPA3P12,0.110577
LSP1P3,0
-,0
-,0
SUCLG2P4,0
-,0
-,0
-,0
UBL5P1,0
-,0
ZCCHC10P2,0
-,0
RN7SKP207,0
HPRT1P2,0
-,0
-,0.00697044
-,0
-,0
RPL19P11,0
-,0
-,0.139282
-,0.0331323
-,0
CDH6,1.21452
DUX4L51,0
DNAH5,0.125454
-,0
RETREG1,0
MYO10,15.4231
RETREG1-AS1,0
-,0
Y_RNA,0
RNA5SP179,0
RPS26P28,0
RNU6-363P,0
-,0.287533
C5orf22,5.43768
-,0
GOLPH3,21.3987
GOLPH3-DT,0
Y_RNA,0
ZFR,13.9323
MIR579,0
TMEM183AP2,0
MTMR12,10.6211
RNU6-1079P,0
RNU6-378P,0
LINC02061,0
-,0
NPR3,0
-,0
-,0
LINC02120,0
-,0
-,0
-,0
-,0.272763
LINC02160,0.00742063
-,0.0212769
TARS1-DT,1.46695
SUB1,20.767
TOMM40P3,0
-,0
DROSHA,31.9535
Y_RNA,0
RXFP3,0
SLC45A2,0
-,0.0404396
TARS1,56.2375
-,0.29708
PDZD2,1.24125
MIR4279,0
-,0
-,0
-,0
-,0.0656185
-,0.238082
-,0.139238
-,0
RNU6-358P,0
-,0
RNU6-760P,0
RPL21P56,0
RPL5P14,0.232216
TPT1P5,0.251443
-,0
-,0.356312
-,0
-,0
RAI14-DT,0.663307
-,1.29209
GUSBP18,0
-,0.573087
TTC23L-AS1,0.263059
TTC23L,0.190459
-,0
RPL21P54,0
ADAMTS12,1.13865
RNU6-923P,0
AMACR,3.1376
C1QTNF3-AMACR,0
-,0
FHP2,0
C1QTNF3,0
-,0.397058
-,2.3328
AGXT2,0
RAD1,5.35621
BRIX1,6.14599
U3,0
RAI14,10.1564
-,0
IL7R,0
-,0
-,0
CAPSL,0
CAPSL-DT,0
UGT3A1,0.144295
UGT3A2,6.95065
-,0
PURPL,5.86002
-,0
LMBRD2,0.496681
MIR580,0
RANBP3L,0.0142952
-,0
RNA5SP181,0
SPEF2,0.159458
-,0
RNU7-130P,0
-,0
-,0.0358913
NIPBL-DT,1.1324
DNAJC21,2.4687
RPS4XP6,0
SKP2,7.49665
NADK2,1.60758
RNU6-1305P,0
NADK2-AS1,0
-,1.62101
PRLR,0.461703
-,0
-,0
WDR70,0.935893
KCTD9P5,0.45595
RNU6-1190P,0
RNU6-484P,0
GDNF-AS1,0.145018
LINC02110,0
-,0
GDNF,0.098383
LINC02117,0
-,0
LINC02119,0
-,0
SLC1A3,12.359
-,0
SLC1A3-AS1,0
EGFLAM,0.104185
EGFLAM-AS1,0
EGFLAM-AS4,0
EGFLAM-AS3,0.221918
EGFLAM-AS2,0.0352722
-,0
-,0
-,0
OSMR-DT,0.0759318
-,0
-,0
NUP155,19.9545
RNU7-75P,0
-,0.0849487
-,0
FYB1,0.00605761
GOLGA5P1,0
C9,0
-,0
DAB2,1.07684
LINC02104,0
CFAP53P1,0
INTS6P1,0.0898051
GCSHP1,0
LINC00603,0
KRT18P56,0
LINC00604,0
RNU1-150P,0
-,0
-,0
-,0
-,0
TTC33,2.05051
SNORA63,0
-,0
PTGER4,0.0571454
NIPBL,9.50226
KRT18P31,1.3197
-,0
PRKAA1,6.67726
-,0
CARD6,0
C7,0.100558
RNU7-161P,0
-,0
MROH2B,0
C6,0
PLCXD3,0.00816653
-,0
RPL37,756.606
SNORD72,0
-,0
RIMOC1,3.23603
FBXO4,0.139504
OXCT1,7.86623
OXCT1-AS1,0
-,0.0429871
RPSAP38,0
Y_RNA,0
-,0
MTHFD2P6,0
-,0
LIFR,1.44993
MIR3650,0
LIFR-AS1,0
PRELID3BP7,0
-,0.152489
-,0.133984
GHR,0.044365
SERBP1P6,0.484968
-,0.394431
-,0.208344
-,0
CCDC152,1.4251
-,0
SELENOP,5.95694
-,0.0369336
PPIAP77,0
PRELID3BP4,0
PRELID3BP5,0
PRELID3BP6,0
NIM1K,0.343637
-,0
-,0
TUBAP14,0
-,0
-,0.68178
CCL28,0.0240551
TMEM267,1.01502
-,0.411703
C5orf34,1.70456
EEF1A1P19,0.543677
C5orf34-AS1,0
-,0.443986
HMGCS1,40.9429
-,0
PAIP1,16.3417
-,0
RNU6-381P,0
OSMR,0
RICTOR,2.96348
AIG1P1,0
LINC02224,0.0831293
-,0
RN7SL383P,0
FGF10,0.0537537
FGF10-AS1,0.119646
MRPS30-DT,0.510707
-,0
-,2.11117
-,0
-,0
MRPS30,10.9068
-,0
ANXA2R-OT1,1.96944
-,0
-,0.71001
ANXA2R,0.646987
ANXA2R-AS1,1.51976
-,0.455595
ZNF131,6.04102
-,0
-,0
-,0
-,0
EMB,5.75988
-,0
-,0
-,0
-,0
LINC02106,0
-,0
RNU6-480P,0
-,0
RNU6-1296P,0
-,0
ISL1-DT,0.00825529
ISL1,0.16031
HMGB1P47,0
-,0
-,0
-,0
RNA5SP182,0
KATNBL1P4,0
-,0
LINC02118,0
RPS17P11,0
MFSD4BP1,0
NNT-AS1,0.527853
NNT,2.34455
-,2.11313
AMD1P3,0
RPL29P12,0
HCN1,0.444948
-,0.167415
-,0.0245634
RPL13AP13,0
-,0
-,0
FST,1.84585
NDUFS4,2.72233
LINC02105,0
ASS1P9,0
-,0.125539
ARL15,7.52794
-,0.288365
RNU6-272P,0
MIR581,0
RN7SL801P,0.613799
-,0
-,0
-,1.46225
PARP8,3.11323
-,0
LINC01033,0
RPL37P25,0
HSPB3,0
-,0
-,0
CSPG4BP,0
-,0
-,0
-,0.627162
-,0
ESM1,0
-,0
GZMK,0
Y_RNA,0
-,0
-,0
GZMAP1,0
GZMA,0
SNX18,2.97001
MCIDAS,0
CCNO,0
CDC20B,0
GPX8,6.56934
MIR449A,0
MIR449B,0
MIR449C,0
CCNO-DT,0
DHX29,6.21958
AK4P2,0
MOCS2,1.56405
MOCS2-DT,0
HNRNPH1P3,0
IL31RA,0
MTREX,1.88173
PLPP1,7.49248
RNF138P1,0
-,0.162114
-,0.591556
MIR5687,0
RNA5SP185,0
PSMC1P4,0
RNU6ATAC2P,0
-,0
HMGN1P17,0
SLC38A9,8.03366
DDX4,0
-,0
RNA5SP183,0
-,0
RPL26P19,159.697
C5orf67,0
-,0
-,0.00901887
-,0
LINC01948,0.0117604
MAP3K1,3.01188
-,0
-,0
-,0
RLIG1P1,0
Y_RNA,0
-,0.102489
PELO-AS1,0
ITGA2-AS1,0
PELO,4.27136
ITGA1,0
RPL17P21,0
-,0
B3GNTL1P1,0
ITGA2,0.251748
-,0.012363
-,0.117189
-,0.0119176
RMEL3,0
SALL4P1,0
ACTBL2,0.0182534
LNCBRM,0
-,0.00877813
-,0
LINC02225,0.00593546
LINC02101,0
-,0
PGAM1P1,0
PLK2,3.25099
GAPT,0
-,0
MIR548AE2,0
LINC02108,0
GPBP1,5.633
CPLANE1,1.16189
CPLANE1-AS1,0
RBISP2,0
OFD1P17,0.02867
RN7SL37P,0
-,1.18627
SETD9,0.600503
MIER3,3.37833
-,0
-,0
KRT8P31,0
DEPDC1B,20.8983
-,0
CAB39P1,1.03003
RAB3C,1.20633
-,0
RPL5P15,0
-,0
ELOVL7,2.61396
NDUFAF2,2.79648
-,0.26819
-,0
-,0.307704
SMIM15,5.59735
SMIM15-AS1,0
LINC02057,0
ZSWIM6,2.28998
-,2.19065
-,0.459883
RPL3P6,0.476526
-,0
-,0
-,0
RN7SKP157,0
C5orf64,0.131458
C5orf64-AS1,0
-,0
RNU6-913P,0
ISCA1P1,0.18053
-,0
-,0
-,0
HTR1A,0.124747
-,0
RNF180,0.201595
NT5ELP,0
ERCC8,4.61925
GNL3LP1,0
ERCC8-AS1,0
MRPL49P1,0
PDE4D,0.671162
-,0
PART1,0
-,0
-,0
-,0
-,0
NDUFB4P2,0
MIR582,0
-,0
RNU6-806P,0
RPL31P8,0
SETP21,0.182623
RGS7BP,0.760874
RN7SL169P,0
RNU6-294P,0
Y_RNA,0
-,0
IL6ST,0.992824
-,0
-,0
-,0
ANKRD55,0
IL6ST-DT,0.235009
-,0
RNU6-299P,0
RPL17P22,0
RNA5SP184,0
C1GALT1P2,0
CENPK,5.33674
PPWD1,4.37723
ADAMTS6,0.730037
-,0.0942138
RPEP1,0
-,0.9428
-,0.395678
SHISAL2B,0
SREK1IP1,2.40446
CWC27,5.43866
LINC02065,0.0156964
-,0
-,0
LINC02229,0
PPIAP78,0
KIF2A,3.47281
-,0
IPO11,11.2251
LRRC70,0
DIMT1,0
RNU6-661P,0
CKS1BP3,0.775393
-,1.48546
RPL35AP14,1.57839
CD180,0.00685859
TILRLS,0
-,0.00441532
LINC02997,1.40419
-,0
-,0
RPL21P55,0
LINC02242,0
BCL9P1,0
-,0
-,0.677283
-,1.39063
-,0
-,0
RNU6-1232P,0
EEF1B2P2,0
LINC02219,0
SREK1,4.84638
-,0
-,0
-,0
-,0
-,0
-,0.0426723
VWA8P1,0
U8,0
-,0
RN7SKP251,0
LINC02198,0
SUMO2P4,0
TRIM23,3.03794
RNU6-540P,0
TRAPPC13,1.264
SHLD3,2.09874
SGTB,1.65084
NLN,5.39879
-,0.107884
CCNB1,27.0437
SLC30A5,3.63785
-,0
-,0
SNORA50D,0
-,0.13535
CENPH,3.61396
MRPS36,0.0477805
CDK7,2.95483
CHCHD2P2,0
NDUFB9P1,0
ERBIN,4.00793
ERBIN-DT,0.378229
-,0
-,0.596786
CCDC125,1.00577
CFL1P5,0
RPS27P14,0
MAST4,1.06177
-,0
MAST4-IT1,0
MAST4-AS1,0.151951
GTF2H2C,0.655704
-,0
NAIPP3,0
AK6,0
TAF9,16.3056
RAD17,0
-,0
MARVELD2,1.53985
-,0
GUSBP3,0
-,0
CDH12P2,0
GUSBP13,0.223451
-,0
SERF1B,0
PIK3R1,0.971991
CDH12P3,0
-,0.116422
GUSBP14,0
NAIPP2,0
-,0
-,0
-,0
NAIPP1,0
GUSBP15,0
GTF2H2B,0
-,0.0191839
CDH12P1,0
GUSBP16,0
-,0
SMN2,0.0853348
-,0
SERF1A,0
-,0.0714382
OCLNP1,0
NAIPP4,0.0122745
CDH12P4,0
GUSBP9,0.234045
GUSBP17,0
SMN1,0.00783229
SMN-AS1,0
LINC02197,0.0824731
-,0
-,0
PMCHL2,0
PMCHL2,0
GTF2H2,0.306449
CARTPT,0
-,0
NAIP,0
-,0
RN7SL616P,0
OCLN,0.48593
RNU6-724P,0
-,0
YBX1P5,0
-,0
ZNF366,0
-,0.0486621
MAP1B,18.5118
MIR4803,0
-,0.47041
MCCC2,14.5055
FCHO2-DT,0.621835
BDP1,0.429944
-,0
HMGN1P12,0
TMEM171,0.136237
-,0
-,0
TMEM174,0
-,0
LINC02230,0
-,0
-,0
-,0.0182602
LINC01385,0
LINC01386,0
BTF3-DT,0.427514
FOXD1,4.05129
FOXD1-AS1,0
FUNDC2P1,0.672872
FCHO2,0.772266
CTDNEP1P2,0.595142
CHP1P1,0.363958
BTF3,66.1621
-,0
LINC02122,0
LINC01331,0
LINC01335,0
-,0
RN7SL814P,0
LINC01333,0
LINC01332,0
ANKRA2,1.74412
UTP15,1.61732
-,0.123551
-,0
-,0
-,0
-,0
-,0
-,0
RPL27AP5,0
-,0
GCNT4,0.795847
ARHGEF28,0.0541607
-,0
-,0
RNU7-196P,0
MRPS27,18.3443
PTCD2,0
RN7SL153P,0
ANKRD31,0.030125
SUMO2P5,0
SLC25A5P9,0
-,0
-,0
BIN2P2,0
-,0
SAP18P1,0
-,0
TNPO1-DT,0
TNPO1,7.31936
RPL7P22,0
H2BL1P,0
Y_RNA,0
